iter	RMSE
188	5.660521249
189	5.657057311
190	5.652548997
191	5.64666303
192	5.640785967
193	5.634920287
194	5.63118649
195	5.628094275
196	5.624966798
197	5.620539653
198	5.616225074
199	5.610760595
200	5.605247569
201	5.600252151
202	5.594246423
203	5.588465332
204	5.583314662
205	5.579958133
206	5.574536499
207	5.569615948
208	5.564194936
209	5.560551064
210	5.555973759
211	5.552608429
212	5.549781541
213	5.544520505
214	5.53970587
215	5.53529133
216	5.532574651
217	5.527564947
218	5.522883267
219	5.518708256
220	5.513820903
221	5.508607008
222	5.505773199
223	5.501625799
224	5.497654647
225	5.494288377
226	5.49145537
227	5.486848492
228	5.484598568
229	5.480925365
230	5.477985931
231	5.476658718
232	5.472169566
233	5.469867404
234	5.467292182
235	5.462550191
236	5.458680666
237	5.454432154
238	5.450610927
239	5.447067822
240	5.442386637
241	5.439061553
242	5.436312769
243	5.431869061
244	5.429319783
245	5.424631343
246	5.421288075
247	5.418247835
248	5.415840718
249	5.411867911
250	5.40839876
251	5.406229132
252	5.403594291
253	5.401013667
254	5.39804596
255	5.393716554
256	5.390132136
257	5.387125037
258	5.383894025
259	5.381472455
260	5.379281835
261	5.376824748
262	5.375137529
263	5.372704885
264	5.370064265
265	5.368249651
266	5.363463833
267	5.359575197
268	5.356147818
269	5.354422562
270	5.351344065
271	5.347788404
272	5.344095134
273	5.341310626
274	5.337520275
275	5.335132259
276	5.332052404
277	5.328649729
278	5.325096176
279	5.322393413
280	5.319745263
281	5.316541388
282	5.312782076
283	5.309281766
284	5.306936655
285	5.303879455
286	5.300312918
287	5.296757418
288	5.29355187
289	5.29028439
290	5.28794485
291	5.286077212
292	5.283494269
293	5.279988647
294	5.27763539
295	5.275408963
296	5.272122804
297	5.269362026
298	5.266559715
299	5.263700752
300	5.260215325
301	5.257919322
302	5.256289283
303	5.255068602
304	5.252777347
305	5.249070407
306	5.248306372
307	5.245433464
308	5.242067617
309	5.238878434
310	5.236366096
311	5.234010187
312	5.231274085
313	5.229060001
314	5.22563266
315	5.223539167
316	5.22230013
317	5.220349725
318	5.21696969
319	5.215135188
320	5.213790679
321	5.212523553
322	5.210104199
323	5.207318066
324	5.20456434
325	5.201534368
326	5.198765318
327	5.196701493
328	5.194993557
329	5.193528368
330	5.191034926
331	5.189540007
332	5.18678262
333	5.183752721
334	5.181233173
335	5.179825258
336	5.17809885
337	5.176307479
338	5.173959248
339	5.171930945
340	5.170277696
341	5.168273352
342	5.16543303
343	5.163165921
344	5.161878249
345	5.159613153
346	5.15887834
347	5.156221718
348	5.153832568
349	5.150381456
350	5.148515956
351	5.146729692
352	5.144906619
353	5.1424977
354	5.139206803
355	5.136344556
356	5.134892143
357	5.132342728
358	5.130731443
359	5.128419166
360	5.126056701
361	5.124426791
362	5.122862109
363	5.121339235
364	5.11897607
365	5.116272697
366	5.115198851
367	5.112606508
368	5.110469738
369	5.107328505
370	5.105795153
371	5.103133658
372	5.101224119
373	5.098786714
374	5.097797264
375	5.095427461
376	5.093834701
377	5.09215482
378	5.090123049
379	5.087866558
380	5.085542774
381	5.084295062
382	5.081961218
383	5.080130478
384	5.078209084
385	5.076480248
386	5.074908717
387	5.072890574
388	5.071053169
389	5.069598233
390	5.067131118
391	5.06574435
392	5.063712759
393	5.060977911
394	5.059375513
395	5.056733959
396	5.055376235
397	5.054078302
398	5.052515417
399	5.051902977
400	5.04944056
401	5.047477574
402	5.045906824
403	5.043650858
404	5.042740321
405	5.041105682
406	5.038262144
407	5.036259133
408	5.035223087
409	5.033262729
410	5.03189956
411	5.03040751
412	5.028498894
413	5.026659953
414	5.024893996
415	5.023729276
416	5.022714317
417	5.020839444
418	5.018577153
419	5.016800209
420	5.015968089
421	5.012878888
422	5.011497782
423	5.010433028
424	5.007844281
425	5.00533731
426	5.003948649
427	5.002206948
428	5.000411101
429	4.999086625
430	4.997761462
431	4.996303963
432	4.994150371
433	4.992913703
434	4.991133456
435	4.990424148
436	4.989779339
437	4.988188574
438	4.986736712
439	4.98553413
440	4.984197171
441	4.982336664
442	4.980964447
443	4.978974432
444	4.977698399
445	4.976636803
446	4.974378419
447	4.973337899
448	4.971305791
449	4.970481498
450	4.968621486
451	4.966707066
452	4.965228814
453	4.963419663
454	4.961971604
455	4.960225786
456	4.958828309
457	4.956862663
458	4.95583419
459	4.954688987
460	4.953201454
461	4.952121565
462	4.950197466
463	4.948217954
464	4.945785029
465	4.94420319
466	4.943024175
467	4.941261392
468	4.939718057
469	4.938740149
470	4.936929552
471	4.935418511
472	4.934190283
473	4.932985012
474	4.930838179
475	4.929583397
476	4.927561701
477	4.92572675
478	4.924440604
479	4.923021588
480	4.921828451
481	4.920083299
482	4.918555357
483	4.917183542
484	4.916299139
485	4.914146952
486	4.912667014
487	4.911489478
488	4.909625104
489	4.908799644
490	4.907415269
491	4.906453618
492	4.904813462
493	4.903918126
494	4.902099993
495	4.900275552
496	4.897940168
497	4.896056776
498	4.894462851
499	4.892801002
500	4.891715861
501	4.889133134
502	4.888390389
503	4.887030131
504	4.884948103
505	4.883865216
506	4.881708783
507	4.880780739
508	4.87947636
509	4.878176942
510	4.876238891
511	4.875321242
512	4.873325634
513	4.870802459
514	4.869296304
515	4.867157319
516	4.865275495
517	4.863064214
518	4.862122718
519	4.861183583
520	4.859238315
521	4.85742437
522	4.855167505
523	4.853687968
524	4.852659549
525	4.851974752
526	4.850999005
527	4.849420597
528	4.848687338
529	4.847327168
530	4.845671506
531	4.844252178
532	4.842656009
533	4.840848072
534	4.8397946
535	4.838574749
536	4.837405749
537	4.83531021
538	4.834097982
539	4.832158848
540	4.830841719
541	4.829801302
542	4.828422214
543	4.826559278
544	4.825498484
545	4.824481055
546	4.823275137
547	4.822499928
548	4.821661949
549	4.821110103
550	4.820026939
551	4.818447314
552	4.817844733
553	4.816130628
554	4.815131291
555	4.814241202
556	4.812464672
557	4.810736798
558	4.80973134
559	4.808491744
560	4.806842978
561	4.805024461
562	4.804107616
563	4.803340352
564	4.802291985
565	4.800961407
566	4.799983963
567	4.799064152
568	4.797994496
569	4.797393111
570	4.796640163
571	4.794164431
572	4.79275661
573	4.790458002
574	4.789110724
575	4.787236464
576	4.786235301
577	4.785191491
578	4.783214253
579	4.781978471
580	4.780101602
581	4.779230516
582	4.778013651
583	4.776673134
584	4.775745268
585	4.774257639
586	4.773378256
587	4.771958415
588	4.770544398
589	4.76912372
590	4.767287387
591	4.766084034
592	4.764919436
593	4.763386924
594	4.761925081
595	4.760982694
596	4.76002804
597	4.758252838
598	4.757034036
599	4.755241154
600	4.753511413
601	4.753085734
602	4.751313432
603	4.750064724
604	4.749450097
605	4.748688952
606	4.747544695
607	4.745971579
608	4.744486882
609	4.743892003
610	4.742786875
611	4.741733414
612	4.740935075
613	4.740247076
614	4.739181569
615	4.738561994
616	4.737775327
617	4.736784371
618	4.735719804
619	4.733980914
620	4.732912497
621	4.731088377
622	4.729918682
623	4.728901728
624	4.727271226
625	4.726819654
626	4.724563273
627	4.723405811
628	4.721943288
629	4.720771094
630	4.720107142
631	4.718255651
632	4.717305404
633	4.716442414
634	4.714797536
635	4.713093497
636	4.71152523
637	4.710897188
638	4.709509188
639	4.708104594
640	4.705747619
641	4.703884338
642	4.703362806
643	4.70209888
644	4.701056678
645	4.700072108
646	4.698855366
647	4.697834757
648	4.696059763
649	4.694668727
650	4.693441552
651	4.692260384
652	4.691776409
653	4.690859797
654	4.68961472
655	4.68813761
656	4.686877391
657	4.685395831
658	4.684616343
659	4.683875848
660	4.682956328
661	4.682078303
662	4.68081881
663	4.67886547
664	4.677593604
665	4.676415433
666	4.675446198
667	4.674525025
668	4.672971037
669	4.671878714
670	4.67076049
671	4.669329464
672	4.668449466
673	4.66681261
674	4.665698563
675	4.664401844
676	4.663739932
677	4.662079994
678	4.661287482
679	4.660051292
680	4.658582254
681	4.657482582
682	4.656067113
683	4.654891312
684	4.653416391
685	4.6523542
686	4.651799505
687	4.650033949
688	4.649415015
689	4.647465582
690	4.645600992
691	4.643874694
692	4.642766938
693	4.641629737
694	4.641032856
695	4.639545984
696	4.638864545
697	4.638093902
698	4.637093101
699	4.636100692
700	4.635217782
701	4.633586783
702	4.632969393
703	4.632496085
704	4.631540043
705	4.629813898
706	4.628719139
707	4.627489442
708	4.627035392
709	4.625666306
710	4.624906031
711	4.623483763
712	4.622088455
713	4.621158678
714	4.619998752
715	4.618348115
716	4.617538294
717	4.61684607
718	4.615706114
719	4.614569934
720	4.612431352
721	4.611222121
722	4.610063177
723	4.609145512
724	4.608150857
725	4.607299716
726	4.606750926
727	4.605025112
728	4.603903694
729	4.603312827
730	4.602330118
731	4.600499615
732	4.599281565
733	4.598390487
734	4.596345592
735	4.595683665
736	4.594161144
737	4.593099637
738	4.592775732
739	4.591512299
740	4.590872756
741	4.589988581
742	4.588550323
743	4.587985726
744	4.587576031
745	4.586229833
746	4.584712278
747	4.583315846
748	4.581619691
749	4.580641481
750	4.57915807
751	4.577918426
752	4.576851592
753	4.575744866
754	4.574017978
755	4.573063673
756	4.572455211
757	4.57213987
758	4.571080081
759	4.570727857
760	4.569665789
761	4.568655666
762	4.56786969
763	4.56666463
764	4.56562222
765	4.564101807
766	4.562537727
767	4.562096903
768	4.561215285
769	4.560154579
770	4.557895188
771	4.556324677
772	4.555096181
773	4.55437965
774	4.553796831
775	4.552783973
776	4.551616728
777	4.551059331
778	4.550193821
779	4.549200964
780	4.548317699
781	4.547929569
782	4.547238951
783	4.54628419
784	4.545642396
785	4.544924358
786	4.544454061
787	4.543972006
788	4.543422486
789	4.542782163
790	4.542240824
791	4.541381414
792	4.54014031
793	4.539056022
794	4.537579933
795	4.536687268
796	4.535776326
797	4.534217193
798	4.533713262
799	4.531639507
800	4.530850313
801	4.530245278
802	4.52892519
803	4.528251015
804	4.526374124
805	4.525942659
806	4.524852221
807	4.523235007
808	4.5225897
809	4.521640243
810	4.520787253
811	4.519755801
812	4.518149614
813	4.517497198
814	4.515878971
815	4.515201922
816	4.514774404
817	4.514024208
818	4.512655038
819	4.511979573
820	4.51139937
821	4.510703488
822	4.510013925
823	4.509042162
824	4.508440901
825	4.507846533
826	4.506851939
827	4.506293142
828	4.50440374
829	4.50363406
830	4.50250339
831	4.500893364
832	4.500016525
833	4.498845653
834	4.497696162
835	4.497008622
836	4.495793139
837	4.495336075
838	4.49456399
839	4.49392842
840	4.493555883
841	4.492688439
842	4.492197949
843	4.491470328
844	4.491005689
845	4.490490745
846	4.489293996
847	4.487661661
848	4.486657746
849	4.486037721
850	4.484690638
851	4.483690363
852	4.48226832
853	4.480029816
854	4.47921309
855	4.478424474
856	4.476943682
857	4.476549976
858	4.47561166
859	4.474773435
860	4.474438959
861	4.473508811
862	4.472361819
863	4.471268535
864	4.470451291
865	4.469569856
866	4.467997738
867	4.466980542
868	4.46635016
869	4.466000191
870	4.465785177
871	4.46481429
872	4.463822995
873	4.46269079
874	4.461704974
875	4.460353597
876	4.459370102
877	4.458144466
878	4.457152013
879	4.456036472
880	4.455608536
881	4.455243015
882	4.454206311
883	4.453589391
884	4.452868521
885	4.452371352
886	4.451691754
887	4.450865334
888	4.450175602
889	4.44967481
890	4.448976218
891	4.448282558
892	4.447506248
893	4.446574329
894	4.445376486
895	4.444379837
896	4.443655297
897	4.44278735
898	4.441591202
899	4.441155674
900	4.440406537
901	4.439605581
902	4.438704474
903	4.437485622
904	4.436714343
905	4.435288883
906	4.433719268
907	4.432691485
908	4.432006684
909	4.431247459
910	4.430661363
911	4.430058428
912	4.42953684
913	4.428075237
914	4.42667976
915	4.426109946
916	4.425157595
917	4.424720814
918	4.423690851
919	4.423108954
920	4.421925951
921	4.420491438
922	4.419753573
923	4.418502018
924	4.417611262
925	4.416975596
926	4.415642143
927	4.414499828
928	4.41358694
929	4.412900225
930	4.410893727
931	4.409690378
932	4.409221137
933	4.408034789
934	4.407583168
935	4.40660497
936	4.405787469
937	4.405457742
938	4.40420423
939	4.403528876
940	4.402619158
941	4.40230084
942	4.401595887
943	4.40097426
944	4.399218736
945	4.398356992
946	4.397819716
947	4.396945555
948	4.396271426
949	4.395664919
950	4.395249388
951	4.394642526
952	4.394382956
953	4.393875835
954	4.392381553
955	4.391587608
956	4.390419587
957	4.389772244
958	4.388443177
959	4.387693114
960	4.386311653
961	4.385641354
962	4.385051977
963	4.384178747
964	4.382924649
965	4.381431324
966	4.38091183
967	4.380029995
968	4.37849178
969	4.377772192
970	4.376685976
971	4.375050411
972	4.373522822
973	4.372605254
974	4.371462435
975	4.370665045
976	4.370414312
977	4.368782438
978	4.367650221
979	4.366315411
980	4.365619378
981	4.364761338
982	4.363411487
983	4.362006003
984	4.360809048
985	4.359415518
986	4.358155701
987	4.357488334
988	4.356940791
989	4.35617766
990	4.353995814
991	4.35308639
992	4.351889871
993	4.350616999
994	4.350212551
995	4.349303465
996	4.348571975
997	4.347866382
998	4.346797737
999	4.34601349
