iter	RMSE
446	5.292799929
447	5.290188086
448	5.28865713
449	5.286188609
450	5.284155946
451	5.281767215
452	5.280341773
453	5.27853256
454	5.276683353
455	5.275498884
456	5.273718393
457	5.272076729
458	5.270494011
459	5.268375897
460	5.266683361
461	5.263709786
462	5.262068479
463	5.260279339
464	5.258266761
465	5.256130755
466	5.254920161
467	5.252909206
468	5.251246579
469	5.24973877
470	5.248192792
471	5.245901786
472	5.243037649
473	5.241163112
474	5.238808364
475	5.237666812
476	5.236163533
477	5.23490453
478	5.232860446
479	5.23166028
480	5.229120137
481	5.227550059
482	5.224713432
483	5.222579106
484	5.221075774
485	5.219049558
486	5.217845226
487	5.216041939
488	5.214136894
489	5.212860377
490	5.210506675
491	5.207751865
492	5.206433651
493	5.205178013
494	5.203627153
495	5.202083433
496	5.200717303
497	5.19860463
498	5.197573154
499	5.196297248
500	5.193980706
501	5.191813428
502	5.19041345
503	5.18876952
504	5.187652123
505	5.185885116
506	5.183878003
507	5.182210477
508	5.179191515
509	5.178138554
510	5.176547499
511	5.175353501
512	5.173650032
513	5.171612432
514	5.170151445
515	5.168290616
516	5.166746057
517	5.164477792
518	5.163478557
519	5.162426244
520	5.160639983
521	5.15846162
522	5.157173152
523	5.154980418
524	5.153134382
525	5.151767308
526	5.15001565
527	5.147741133
528	5.144959463
529	5.142140849
530	5.140384235
531	5.138759124
532	5.137341728
533	5.135601621
534	5.133656477
535	5.132758309
536	5.130133313
537	5.128398592
538	5.127085245
539	5.125758106
540	5.12457651
541	5.123167408
542	5.121918946
543	5.120523275
544	5.119469021
545	5.118155844
546	5.117552514
547	5.116094726
548	5.115017441
549	5.113813088
550	5.111806064
551	5.110260912
552	5.108058218
553	5.106544505
554	5.105459966
555	5.104692884
556	5.102953117
557	5.10118614
558	5.099294748
559	5.097501426
560	5.09637222
561	5.095106273
562	5.093798955
563	5.092244855
564	5.090712793
565	5.089038282
566	5.087837366
567	5.086646918
568	5.084633297
569	5.082352731
570	5.081241566
571	5.079748883
572	5.078369614
573	5.07676717
574	5.074996219
575	5.073902325
576	5.072644884
577	5.070639843
578	5.06869069
579	5.067784166
580	5.066306501
581	5.064793368
582	5.063253064
583	5.061680281
584	5.060126256
585	5.058363802
586	5.057168417
587	5.055953959
588	5.054737507
589	5.05293953
590	5.051465531
591	5.049808852
592	5.048650589
593	5.047653821
594	5.045638048
595	5.044463514
596	5.043311522
597	5.041426127
598	5.040144223
599	5.037948959
600	5.035631221
601	5.034225775
602	5.032992712
603	5.031889317
604	5.030313204
605	5.028936449
606	5.02773936
607	5.025966123
608	5.024548733
609	5.022614051
610	5.021045922
611	5.019967291
612	5.018779272
613	5.016322474
614	5.014471245
615	5.013485657
616	5.011208207
617	5.008926427
618	5.00626257
619	5.005103426
620	5.004078878
621	5.003157384
622	5.00202826
623	5.000694769
624	4.999175681
625	4.998406251
626	4.996748432
627	4.995502415
628	4.994126857
629	4.992717721
630	4.991590609
631	4.989961422
632	4.988541001
633	4.986671706
634	4.984376575
635	4.982183664
636	4.981105994
637	4.98015675
638	4.978722477
639	4.97710714
640	4.975614055
641	4.974429295
642	4.973163798
643	4.971518224
644	4.970714843
645	4.968927199
646	4.968404011
647	4.967205331
648	4.965785707
649	4.964517888
650	4.963488627
651	4.96197434
652	4.960731003
653	4.959040066
654	4.957595423
655	4.955772309
656	4.953166461
657	4.951461853
658	4.950188831
659	4.947938957
660	4.946401584
661	4.944768149
662	4.942618616
663	4.941184918
664	4.939975475
665	4.938637886
666	4.937184276
667	4.935699305
668	4.933963949
669	4.933422393
670	4.931756869
671	4.92973353
672	4.928198184
673	4.927223766
674	4.925957374
675	4.924775704
676	4.923894405
677	4.922850187
678	4.922201242
679	4.920759353
680	4.920054753
681	4.917417089
682	4.915449939
683	4.913291366
684	4.91173155
685	4.909903185
686	4.90843864
687	4.906720123
688	4.904227245
689	4.902506595
690	4.900779601
691	4.899902235
692	4.89862271
693	4.897199351
694	4.895993437
695	4.894468094
696	4.89300204
697	4.891711834
698	4.890529518
699	4.889497982
700	4.888165455
701	4.886930946
702	4.885019691
703	4.883547896
704	4.881801067
705	4.879793747
706	4.877182453
707	4.875436666
708	4.874029134
709	4.87183558
710	4.870897872
711	4.869420116
712	4.867384219
713	4.866226471
714	4.864661619
715	4.863311988
716	4.861688907
717	4.860822382
718	4.859640251
719	4.8585806
720	4.857554815
721	4.856550267
722	4.855525546
723	4.854601401
724	4.853449485
725	4.851658944
726	4.850741086
727	4.849754734
728	4.848896631
729	4.848298715
730	4.846864495
731	4.845778936
732	4.844583499
733	4.843178805
734	4.841650689
735	4.840360839
736	4.839478836
737	4.838454916
738	4.837379259
739	4.836140981
740	4.83516991
741	4.834023088
742	4.832755171
743	4.831084075
744	4.829907343
745	4.828278868
746	4.826526868
747	4.82537576
748	4.823895039
749	4.822225519
750	4.820894701
751	4.819779295
752	4.818218803
753	4.817533951
754	4.816345299
755	4.81525332
756	4.813516805
757	4.812475913
758	4.810902446
759	4.809657914
760	4.808416307
761	4.806071782
762	4.805348025
763	4.8043623
764	4.802996254
765	4.802016336
766	4.800275844
767	4.798945886
768	4.79857562
769	4.79684219
770	4.795890903
771	4.795082816
772	4.793987169
773	4.792730329
774	4.791787554
775	4.790291285
776	4.788987248
777	4.787915696
778	4.786676755
779	4.785675214
780	4.784615464
781	4.783561488
782	4.781452403
783	4.780344767
784	4.779370072
785	4.778598332
786	4.776964125
787	4.775737227
788	4.774855938
789	4.774335201
790	4.772926005
791	4.771521466
792	4.770550442
793	4.769588984
794	4.768416458
795	4.767292245
796	4.76554038
797	4.76358021
798	4.762856755
799	4.761638267
800	4.760080517
801	4.758800944
802	4.758540249
803	4.756862277
804	4.755538996
805	4.754185304
806	4.752800384
807	4.75139755
808	4.74992484
809	4.747962986
810	4.746507277
811	4.745792971
812	4.745202382
813	4.743761642
814	4.742549232
815	4.741360833
816	4.739751983
817	4.738507765
818	4.737327308
819	4.736643343
820	4.735795869
821	4.734835175
822	4.73362753
823	4.732178705
824	4.73136166
825	4.730012811
826	4.728519281
827	4.727566752
828	4.726364557
829	4.724650868
830	4.723127445
831	4.721989346
832	4.719919092
833	4.718329234
834	4.716812534
835	4.715826979
836	4.714943131
837	4.713639272
838	4.711863831
839	4.710004398
840	4.708292724
841	4.706989804
842	4.705073634
843	4.704174532
844	4.702325425
845	4.70028595
846	4.699115652
847	4.697652983
848	4.696246112
849	4.695276085
850	4.694429257
851	4.693435649
852	4.692672832
853	4.691896798
854	4.690656446
855	4.688948177
856	4.68765758
857	4.686316679
858	4.685102483
859	4.683527788
860	4.682018313
861	4.680677022
862	4.679380572
863	4.678204402
864	4.677670264
865	4.67653669
866	4.674860262
867	4.672960089
868	4.67165024
869	4.670473917
870	4.668841607
871	4.667895121
872	4.667053687
873	4.665138748
874	4.664371253
875	4.66318337
876	4.662031121
877	4.66120114
878	4.660273905
879	4.658812979
880	4.657777105
881	4.656945766
882	4.655816714
883	4.654372433
884	4.653590757
885	4.652333922
886	4.65105431
887	4.649568695
888	4.648954394
889	4.648150366
890	4.646121733
891	4.64488949
892	4.643287278
893	4.642169899
894	4.640562116
895	4.63899405
896	4.637514056
897	4.636683793
898	4.635861093
899	4.634713856
900	4.634015045
901	4.633351228
902	4.632063263
903	4.630984076
904	4.630061619
905	4.629127869
906	4.627877991
907	4.627161475
908	4.625492404
909	4.62395217
910	4.623124911
911	4.622127807
912	4.621478061
913	4.620091927
914	4.619280136
915	4.618167071
916	4.61673189
917	4.615394173
918	4.614030857
919	4.613052115
920	4.612019083
921	4.610959278
922	4.6097464
923	4.608661608
924	4.60805217
925	4.606397903
926	4.604595881
927	4.60373178
928	4.602645074
929	4.601908706
930	4.600972498
931	4.599508856
932	4.599015154
933	4.597434906
934	4.596805134
935	4.595162671
936	4.594253167
937	4.593172838
938	4.59170101
939	4.590867731
940	4.589833471
941	4.589326716
942	4.587747174
943	4.586644235
944	4.585401635
945	4.584720098
946	4.583912854
947	4.58273316
948	4.582210737
949	4.581455499
950	4.580429498
951	4.579608991
952	4.57769267
953	4.576567947
954	4.575836138
955	4.574031673
956	4.573022502
957	4.572120772
958	4.571142147
959	4.570064727
960	4.568078679
961	4.566712577
962	4.565862178
963	4.56412416
964	4.562913468
965	4.562170923
966	4.561393194
967	4.560094802
968	4.559350332
969	4.558642645
970	4.557389468
971	4.556501803
972	4.555759311
973	4.554558576
974	4.553592845
975	4.552962602
976	4.551634045
977	4.550980481
978	4.549462225
979	4.548719365
980	4.547456924
981	4.546221829
982	4.545000986
983	4.543888559
984	4.542858933
985	4.541658016
986	4.540883398
987	4.539293449
988	4.538416676
989	4.537175407
990	4.535430867
991	4.534060436
992	4.533172014
993	4.532295576
994	4.531582945
995	4.530780504
996	4.529158294
997	4.527876334
998	4.526506387
999	4.525942576
